model,tau_up,tau_dn,margin,median_sharpe,geo_equity,avg_trades,total_trades,avg_win_rate
linsvc,0.35,0.45,0.14,2.258288262629953,1.6274009356204395,12.371428571428572,433,0.6006764663907522
linsvc,0.35,0.45,0.16,2.258288262629953,1.6275072441415381,12.371428571428572,433,0.6006764663907522
linsvc,0.35,0.45,0.18,2.258288262629953,1.626872790377195,12.371428571428572,433,0.59847866419295
linsvc,0.35,0.45,0.2,2.258288262629953,1.626872790377195,12.371428571428572,433,0.59847866419295
linsvc,0.35,0.5,0.0,2.237496241681593,,12.205882352941176,415,0.5978186029656619
linsvc,0.35,0.5,0.02,2.237496241681593,,12.205882352941176,415,0.5978186029656619
linsvc,0.35,0.5,0.04,2.237496241681593,,12.205882352941176,415,0.5978186029656619
linsvc,0.35,0.5,0.06,2.237496241681593,,12.205882352941176,415,0.5978186029656619
linsvc,0.35,0.5,0.08,2.237496241681593,,12.205882352941176,415,0.5955561595267479
linsvc,0.35,0.5,0.1,2.237496241681593,,12.205882352941176,415,0.5955561595267479
linsvc,0.35,0.5,0.12,2.237496241681593,,12.205882352941176,415,0.5955561595267479
linsvc,0.35,0.5,0.14,2.204203467331167,,12.205882352941176,415,0.5955561595267479
linsvc,0.35,0.5,0.16,2.204203467331167,,12.205882352941176,415,0.5955561595267479
linsvc,0.35,0.5,0.18,2.204203467331167,,12.205882352941176,415,0.5978186029656619
linsvc,0.35,0.5,0.2,2.204203467331167,,12.205882352941176,415,0.5978186029656619
linsvc,0.35,0.55,0.0,2.282085257831569,,12.28125,393,0.5913102522477522
linsvc,0.35,0.55,0.02,2.282085257831569,,12.28125,393,0.5913102522477522
linsvc,0.35,0.55,0.04,2.282085257831569,,12.28125,393,0.5913102522477522
linsvc,0.35,0.55,0.06,2.282085257831569,,12.28125,393,0.5913102522477522
linsvc,0.35,0.55,0.08,2.282085257831569,,12.28125,393,0.5913102522477522
linsvc,0.35,0.55,0.1,2.282085257831569,,12.28125,393,0.5913102522477522
linsvc,0.35,0.55,0.12,2.282085257831569,,12.28125,393,0.5913102522477522
linsvc,0.35,0.55,0.14,2.282085257831569,,12.28125,393,0.5889064060939061
linsvc,0.35,0.55,0.16,2.282085257831569,,12.28125,393,0.5889064060939061
linsvc,0.35,0.55,0.18,2.282085257831569,,12.28125,393,0.5889064060939061
linsvc,0.35,0.55,0.2,2.282085257831569,,12.28125,393,0.5889064060939061
linsvc,0.35,0.6,0.0,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.02,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.04,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.06,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.08,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.1,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.12,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.14,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.16,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.18,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.6,0.2,2.258288262629953,,12.290322580645162,381,0.589264767490574
linsvc,0.35,0.65,0.0,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.02,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.04,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.06,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.08,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.1,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.12,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.14,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.16,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.18,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.65,0.2,1.7410696813492845,,12.03225806451613,373,0.5841735325606295
linsvc,0.35,0.7,0.0,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.02,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.04,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.06,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.08,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.1,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.12,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.14,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.16,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.18,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.7,0.2,1.69031905587154,,12.1,363,0.5771747696747698
linsvc,0.35,0.75,0.0,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.02,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.04,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.06,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.08,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.1,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.12,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.14,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.16,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.18,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.35,0.75,0.2,1.69031905587154,,11.966666666666667,359,0.565937395937396
linsvc,0.4,0.35,0.0,2.3448643291340026,1.6235391091796108,12.35897435897436,482,0.6051768744076437
linsvc,0.4,0.35,0.02,2.252160305987589,1.5869183980347485,12.35897435897436,482,0.6012321012321014
linsvc,0.4,0.35,0.04,2.252160305987589,1.5608757440712298,12.35897435897436,482,0.6051768744076437
linsvc,0.4,0.35,0.06,2.252160305987589,1.5624664971541868,12.35897435897436,482,0.6032044878198726
linsvc,0.4,0.35,0.08,2.2538189609871115,1.569619810878177,12.35897435897436,482,0.6032044878198725
linsvc,0.4,0.35,0.1,2.2538189609871115,1.607088698963582,12.35897435897436,482,0.6071492609954149
linsvc,0.4,0.35,0.12,2.3448643291340026,1.651253509776812,12.333333333333334,481,0.6125733241117858
linsvc,0.4,0.35,0.14,2.2538189609871115,1.663170916202393,12.307692307692308,480,0.6136043443735753
